選手名,年齢,級班,府県,ホーム,期別,タイプ１,タイプ２,先行意欲,番手経験,先頭を残す動きは？,飛び付き可能性,並走可能性,横の動きへの対応（横をする・横をされた時への対応力）,スピード（縦脚含む）,仕掛け,スタミナ,スタート・位置取り評価,単騎での動き,競輪IQ（ラインの意識）,暴走の有無（斜行や激しい横の動きなど）,相性◯バンク,相性✕バンク,不得意季節,コメント
池上 あかり,25,L級1班,福岡,久留米,122期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
池原 杏,21,L級1班,沖縄,,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,脚がないことは明確なのでもっと積極性が欲しい。後方に居ることが多く。先輩選手が仕掛けても脚が不足しているのでそれすらも追走できない。赤池同様に負け戦で3着に来れればいいなぐらいの期待値						
伊澤 茉那,28,L級1班,千葉,松戸,126期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
石井 貴子,37,L級1班,東京,京王閣,104期,先行,,◯,,,△,◯,△,◯,◯,△,◯,,,✕,,,,先行メイン。自力がある。石井寛子とは姉妹。千葉の石井貴子とは無関係。		
石井 貴子,35,L級1班,千葉,松戸,106期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型。去年から飛躍。東京の石井姉妹とは無関係		
石井 寛子,39,L級1班,東京,京王閣,104期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,強さはあるものの弱さも目立つ。最終日飛ぶ確率多め。石井貴子とは姉妹。千葉の石井貴子とは無関係。			
石田 春海,26,L級1班,大阪,岸和田,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,仕掛ける姿勢はいいがスピードがないので簡単に合わせられる。最後まで諦めず踏む姿勢は評価できる						
磯村 光舞,21,L級1班,山口,防府,126期,自在,,△,,,△,✕,△,✕,✕,△,◯,,,✕,,,,３着なら買えるがそれ以上は望めない		
板根 茜弥,36,L級1班,東京,立川,110期,自在,,◯,,,◯,◯,△,◯,◯,△,◯,,,✕,,,,自在性も出てきており狙いやすくもなってきた        
五味田 奈穂,28,L級1班,千葉,松戸,124期,先行,,◯,,,△,◯,△,◯,◯,△,◯,,,✕,,,,先行メイン		
出口 倫子,29,L級1班,長崎,佐世保,116期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,
猪頭 香緒里,48,L級1班,岡山,玉野,104期,追い込み,,△,,,✕,✕,△,✕,✕,△,◯,,,✕,,,,年齢もあり全体的に厳しさがある。買えない		
伊藤 木々音,22,L級1班,岐阜,大垣,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,上位選手にマークできないのなら今後も厳しい。伊藤柚姫と同タイプ						
伊藤 のぞみ,38,L級1班,北海道,函館,116期,追い込み,,△,,,△,✕,△,✕,✕,△,◯,,,✕,,,,３着なら買えるがそれ以上は望めない		
伊藤 優里,21,L級1班,三重,四日市,126期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
伊藤 柚姫,22,L級1班,兵庫,,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,上位選手にマークできないのなら今後も厳しい。前々からの飛びつき・初手の位置取りが出来ないと厳しいと思う。						
今西 瑠花,22,L級1班,大阪,岸和田,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,ルーキーらしい積極的な走りができている。スピード・持久力は今後への課題。期待値はある						
岩崎 ゆみこ,29,L級1班,茨城,取手,116期,自在,,△,,,◯,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走が上手い。2・3着向け選手。A級北野良栄と夫婦	
岩元 杏奈,24,L級1班,宮崎,,128期,自在,,△,,,◯,◯,△,◯,◯,△,△,,,✕,,,,128期卒業記念チャンピオン。しっかりと上位選手ともやりあえそう。動きはいい。積極性はあるものの仕掛けのタイミングはまだ微妙な所がある。						
内野 艶和,23,L級1班,福岡,久留米,120期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,中長距離メイン。ナショナルメイン			
宇野 紅音,21,L級1班,岐阜,岐阜,124期,自在,,△,,,△,◯,△,◯,◯,△,◯,,,✕,,,,マーク・追走型		
梅川 風子,34,L級1班,東京,京王閣,112期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,強いが絶対的ではない。パリオリンピック代表			
浦部 郁里,38,L級1班,千葉,松戸,102期,追い込み,,△,,,✕,✕,△,✕,✕,△,◯,,,✕,,,,位置を取れればだが粘り脚がない。		
枝光 美奈,27,L級1班,福岡,久留米,124期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
蛯原 杏奈,26,L級1班,北海道,函館,120期,追い込み,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,スピード・位置取り・スタミナ全体的に不足		
大浦 彩瑛,30,L級1班,神奈川,川崎,126期,先行,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型		
大久保 花梨,27,L級1班,福岡,久留米,112期,先行,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,強いが上位選手には届かない		
太田 瑛美,24,L級1班,三重,松阪,120期,自在,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,得点詐欺。太田美穂と姉妹			
大谷 杏奈,29,L級1班,大阪,,110期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,長期欠場中		
太田 美穂,29,L級1班,三重,松阪,112期,自在,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型。太田瑛美と姉妹		
太田 りゆ,31,L級1班,埼玉,大宮,112期,先行,,△,,,✕,◯,△,◯,◯,△,△,,,◯,,,,圧倒的に強いが詰めが甘く、飛ぶ時がある。まくり不発で。パリオリンピック代表			
岡田 優歩,22,L級1班,和歌山,和歌山,128期,自在,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,仕掛けのタイミング・スピードが良くない。今後も期待できる姿勢だった。先行意欲がかなり前残りもできる。128期でもトップクラスの先行意識がある。						
岡村 育子,49,L級1班,埼玉,西武園,102期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,代謝回避。下から５番目。まず切れる。		
岡本 二菜,28,L級1班,東京,京王閣,118期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型。2・3着狙いで選びたい		
尾方 真生,26,L級1班,福岡,久留米,118期,先行,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,たまにやらかすミスがある。まくり不発など。G1なると弱い。		
奥井 迪,43,L級1班,東京,立川,106期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,先行メイン		
尾崎 睦,40,L級1班,神奈川,平塚,108期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,捲りスピードは良いけど格上がいると激弱           
梶田 舞,38,L級1班,埼玉,西武園,104期,自在,,△,,,△,✕,△,✕,✕,△,◯,,,✕,,,,2・３着なら買えるがそれ以上は望めない 。
梶原 百香,28,L級1班,福岡,四日市,114期,自在,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,マーク・追走型  。A級の梶原大地と夫婦               
加瀬 加奈子,45,L級1班,新潟,弥彦,102期,先行,,△,,,△,◯,△,◯,◯,△,◯,,,✕,,,,先行メイン		
片岡 美奈,26,L級1班,栃木,宇都宮,126期,自在,,△,,,△,✕,△,✕,△,△,△,,,✕,,,,粘り脚がある。紐にはもってこい。		
加藤 舞,28,L級1班,沖縄,,116期,先行,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,2・３着なら買えるがそれ以上は望めない                
加藤 恵,40,L級1班,青森,,112期,自在,,△,,,◯,✕,△,✕,✕,△,◯,,,✕,,,,マーク・追走型		
金田 舞夏,23,L級1班,福岡,久留米,124期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
刈込 奈那,24,L級1班,千葉,千葉,120期,先行,,◯,,,△,◯,△,◯,◯,△,◯,,,✕,,,,先行メイン		
河内 桜雪,22,L級1班,群馬,前橋,122期,追い込み,,△,,,◯,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型		
川路 遥香,28,L級1班,埼玉,大宮,120期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
川田 ひな,26,L級1班,香川,高松,114期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,マーク・追走型		
川原 未紀,26,L級1班,千葉,松戸,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,スピードが不足しすぎている。積極性◯、先行意欲あるので前残りもありえる。						
神戸 暖稀羽,21,L級1班,北海道,函館,124期,追い込み,,◯,,,◯,◯,△,◯,◯,△,△,,,✕,,,,３着取りがうまい		
北岡 マリア,19,L級1班,石川,,128期,自在,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,上位選手相手にも戦えている。今後も期待。外々を踏めるのは魅力。						
北津留 千羽,19,L級1班,福岡,小倉,128期,自在,,◯,,,△,✕,△,✕,✕,△,△,,,✕,,,,自分から仕掛けてレースを動かす。最後まで諦めずに踏み粘る姿勢を評価したい。スピード・スタミナ不足は否めないが負け戦で狙う分には面白い。						
木下 宙,22,L級1班,大阪,岸和田,124期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,このままでは厳しい。代謝もあり得るレベル		
國村 美留莉,25,L級1班,山口,防府,118期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
熊谷 碩子,28,L級1班,東京,立川,124期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
熊谷 芽緯,21,L級1班,岩手,,124期,先行,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,先行メイン		
久米 詩,26,L級1班,静岡,,116期,自在,,◯,,,△,◯,△,◯,◯,△,◯,,,✕,,,,強いがナショナル・児玉には及ばない		
黒河内 由実,30,L級1班,長野,弥彦,110期,追い込み,,◯,,,◯,✕,△,✕,✕,△,◯,,,✕,,,,マーク・追走型 。前受けできるのであれば着に残りやすい               
黒沢 夢姫,27,L級1班,埼玉,大宮,114期,追い込み,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない。S級黒沢征治と夫婦			
下条 未悠,25,L級1班,富山,富山,118期,自在,,◯,,,△,◯,△,◯,◯,△,△,,,✕,,,,先行メイン。今年伸びている。		
小泉 夢菜,26,L級1班,埼玉,大宮,122期,追い込み,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,マーク・追走型		
小坂 知子,40,L級1班,岐阜,岐阜,104期,自在,,△,,,◯,✕,△,✕,✕,△,◯,,,✕,,,,積極性あり。2・3着で狙うと面白い		
児玉 碧衣,30,L級1班,福岡,久留米,108期,先行,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,文句無しの強さ。ナショナル勢に対抗心ある		
小林 真矢香,24,L級1班,石川,,122期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
小林 優香,31,L級1班,福岡,久留米,106期,先行,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,強いけど怪我しがち。		
小林 莉子,32,L級1班,東京,立川,102期,自在,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,シンプルに強い。波がある		
小林 諒,20,L級1班,京都,向日町,126期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
是永 ゆうき,21,L級1班,大分,別府,126期,自在,,△,,,△,✕,△,✕,✕,△,◯,,,✕,,,,３着なら買えるがそれ以上は望めない		
齊藤 由紀,39,L級1班,愛知,名古屋,110期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
齊藤 由莉,28,L級1班,神奈川,平塚,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,脚がないので前々に行かないと厳しい。持久力もないので今後も不安。前々の意識は良いと思う。ただ垂れる。						
佐伯 智恵,26,L級1班,愛媛,松山,114期,自在,,△,,,✕,✕,△,✕,✕,△,◯,,,✕,,,,３着なら買えるがそれ以上は望めない		
酒井 亜樹,24,L級1班,大阪,岸和田,128期,自在,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,先行逃げ切りが出来るスピード・持久力は魅力。ナショナル所属。						
坂口 楓華,28,L級1班,愛知,豊橋,112期,自在,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,G１レベルになると激弱。京都から移籍			
佐々木 綾,26,L級1班,東京,京王閣,116期,自在,,△,,,◯,✕,△,✕,△,△,△,,,✕,,,,マーク・追走型。2・３着に入るのが上手い。福島から東京に移籍			
佐々木 恵理,35,L級1班,愛知,豊橋,110期,自在,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,積極性あり。2・3着で狙うと面白い		
佐藤 亜貴子,43,L級1班,神奈川,平塚,108期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
佐藤 乃愛,21,L級1班,北海道,函館,126期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
佐藤 水菜,26,L級1班,神奈川,川崎,114期,先行,,△,,,✕,◯,△,◯,◯,△,△,,,✕,,,,男子選手並みのスピードがある。負け知らず。パリオリンピック代表			
佐藤 友香,44,L級1班,青森,青森,110期,追い込み,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
塩田 日海,26,L級1班,神奈川,川崎,122期,追い込み,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,マーク・追走型		
篠崎 新純,40,L級1班,千葉,千葉,102期,自在,,△,,,◯,✕,△,✕,✕,△,◯,,,✕,,,,積極性あり。2・3着で狙うと面白い。スタートを多く持つのはかなり魅力。		
島田 優里,30,L級1班,長崎,佐世保,108期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,育児休暇明けしばらく様子見が必要。スタイル含めて。奈良から移籍		
清水 彩那,27,L級1班,静岡,静岡,116期,自在,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
菅原 ななこ,24,L級1班,宮城,,120期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
杉浦 菜留,25,L級1班,愛知,豊橋,118期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,マーク・追走型。完全に位置取るタイプ		
杉沢 毛伊子,39,L級1班,静岡,静岡,104期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,積極性あり。2・3着で狙うと面白い                
鈴木 彩夏,30,L級1班,東京,松戸,110期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,2・3着で狙うと面白い     
鈴木 樹里,26,L級1班,福島,いわき平,116期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,長期欠場中。愛知から移籍		
鈴木 奈央,28,L級1班,静岡,静岡,110期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,スピードがある。売れてない時ほど狙い目		
鈴木 美教,31,L級1班,静岡,伊東,112期,先行,,△,,,△,✕,△,△,△,△,△,,,✕,,,,好調・不調の波がなるが力はある。                
高尾 貴美歌,25,L級1班,長崎,佐世保,116期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
高木 萌那,21,L級1班,福岡,久留米,126期,先行,,△,,,◯,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型。粘れる。３着には欲しい		
高木 佑真,26,L級1班,神奈川,川崎,116期,自在,,△,,,◯,✕,△,△,△,△,△,,,✕,,,,マーク・追走型。サッカーの吉田麻也と親戚			
高木 香帆,25,L級1班,佐賀,武雄,120期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。A級久保光司と夫婦                
高崎 千賀,31,L級1班,神奈川,川崎,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,デビュー戦でまさかの落車。落車続きの為、今後どうなるのか見守る必要あり。先行意欲はあるがスピード・スタミナ不足は明確。かます展開が多いが前々から仕掛けてほしい。その方がスタミナ不足を補えるので。						
高橋 智香,28,L級1班,愛知,豊橋,112期,追い込み,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,長期欠場中		
高橋 朋恵,31,L級1班,東京,立川,108期,追い込み,,△,,,△,✕,△,✕,△,△,△,,,✕,,,,位置が取れないと戦えない。		
高橋 美沙紀,34,L級1班,愛知,名古屋,124期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,先行意識が強い。粘れる脚がある。		
高橋 梨香,45,L級1班,埼玉,西武園,106期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,年齢を感じさせない強さがある		
高本 美穂,23,L級1班,熊本,熊本,124期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
田口 梓乃,33,L級1班,山口,防府,102期,追い込み,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,追走技術が良くなっている。紐には入れておきたい。司法書士兼務。A級の田口守と結婚			
竹野 百香,23,L級1班,三重,松阪,124期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,マーク・追走型		
田中 千尋,27,L級1班,愛知,豊橋,114期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
田中 まい,35,L級1班,千葉,千葉,104期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,積極性あり。2・3着で狙うと面白い		
田中 月菜,25,L級1班,佐賀,武雄,118期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,目立つ存在ではないが気付いたら３着にいる感じ		
谷元 音羽,21,L級1班,鹿児島,,124期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
田野口 佳奈,20,L級1班,香川,高松,126期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,全体的に力不足。買えない		
近澤 諒香,24,L級1班,三重,松阪,118期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
千葉 捺美,30,L級1班,群馬,前橋,128期,自在,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,脚はないので後方に置かれると厳しい。前々に行けないと勝てない						
土屋 珠里,29,L級1班,大阪,岸和田,110期,,,△,,,✕,✕,△,✕,✕,△,△,,,✕,,,,長期欠場中		
寺崎 舞織,27,L級1班,福井,福井,112期,自在,,△,,,△,◯,△,◯,◯,△,△,,,✕,,,,強いが上位選手には届かない。寺崎浩平と夫婦	
戸田 瑞姫,22,L級1班,茨城,取手,122期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,３着なら買えるがそれ以上は望めない		
戸田 みよ子,36,L級1班,広島,広島,102期,,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,長期欠場中		
戸邉 香奈実,32,L級1班,茨城,取手,124期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
當銘 沙恵美,27,L級1班,愛知,豊橋,118期,自在,,△,,,◯,✕,△,✕,✕,△,△,,,✕,,,,マーク・追走型。完全に位置取るタイプ。富銘直美と姉妹			
當銘 直美,29,L級1班,愛知,名古屋,114期,自在,,△,,,◯,◯,△,◯,◯,△,◯,,,✕,,,,マーク・追走型。富銘沙恵美と姉妹			
豊岡 英子,45,L級1班,大阪,岸和田,114期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,マーク・追走型		
豊田 美香,30,L級1班,徳島,小松島,126期,自在,,△,,,△,✕,△,△,△,△,△,,,✕,,,,マーク・追走型		
中川 諒子,41,L級1班,熊本,熊本,102期,自在,,△,,,△,✕,△,✕,✕,△,△,,,✕,,,,かなり厳しい。買えない。		
